sentence_id,oci_baseline,oci_fewshot,oci_instruction,oci_role
A.dev.gold.bea19_000013,0.03251341984927173,0.03251341984927173,0.03251341984927173,0.03251341984927173
A.dev.gold.bea19_000023,0.022284456863919513,0.022284456863919513,0.022284456863919513,0.022284456863919513
A.dev.gold.bea19_000026,0.013636363636363636,0.013636363636363636,0.013636363636363636,0.013636363636363636
A.dev.gold.bea19_000038,0.00909090909090909,0.00909090909090909,0.00909090909090909,0.00909090909090909
A.dev.gold.bea19_000054,0.08708447645886735,0.0786367068570433,0.0786367068570433,0.0786367068570433
A.dev.gold.bea19_000075,0.027199485928704054,0.00909090909090909,0.00909090909090909,0.00909090909090909
A.dev.gold.bea19_000089,0.08738758944372665,0.07083333333333332,0.04810606060606058,0.05906591112204835
A.dev.gold.bea19_000090,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.04132411816085858
A.dev.gold.bea19_000095,0.04372057149187908,0.03242883651262094,0.028380671504390803,0.03242883651262094
A.dev.gold.bea19_000143,0.024679249990121714,0.024679249990121714,0.024679249990121714,0.024679249990121714
A.dev.gold.bea19_000151,0.028084092479526458,0.023981453797425136,0.021030275793767105,0.023981453797425136
A.dev.gold.bea19_000158,0.013636363636363636,0.013636363636363636,0.013636363636363636,0.013636363636363636
A.dev.gold.bea19_000168,0.07793039652202526,0.07935132635051936,0.06883948743111618,0.05823417110952534
A.dev.gold.bea19_000192,0.013636363636363636,0.013636363636363636,0.013636363636363636,0.013636363636363636
A.dev.gold.bea19_000206,0.02423497362110316,0.02423497362110316,0.02423497362110316,0.02423497362110316
A.dev.gold.bea19_000222,0.10192210451713772,0.09878326894840364,0.09878326894840364,0.09878326894840364
A.dev.gold.bea19_000236,0.00909090909090909,0.00909090909090909,0.00909090909090909,0.00909090909090909
A.dev.gold.bea19_000283,0.1105446735746271,0.07087393836913233,0.07519866148838866,0.07087393836913233
A.dev.gold.bea19_000288,0.10833811172502371,0.10379265717956916,0.09801063289832984,0.10379265717956916
A.dev.gold.bea19_000325,0.013636363636363636,0.013636363636363636,0.013636363636363636,0.013636363636363636
A.dev.gold.bea19_000337,0.06029168138810948,0.04286188181590547,0.04090909090909091,0.04286188181590547
A.dev.gold.bea19_000351,0.00909090909090909,0.00909090909090909,0.00909090909090909,0.00909090909090909
A.dev.gold.bea19_000359,0.02927527088613347,0.02927527088613347,0.02927527088613347,0.02927527088613347
A.dev.gold.bea19_000372,0.00909090909090909,0.00909090909090909,0.00909090909090909,0.00909090909090909
A.dev.gold.bea19_000396,0.08574286208363846,0.08648396880300602,0.08574286208363846,0.08574286208363846
A.dev.gold.bea19_000426,0.0935275788580926,0.057359307359307374,0.0935275788580926,0.0935275788580926
A.dev.gold.bea19_000456,0.01965919616168577,0.009222034588738959,0.00909090909090909,0.01965919616168577
A.dev.gold.bea19_000465,0.013636363636363636,0.013636363636363636,0.013636363636363636,0.013636363636363636
A.dev.gold.bea19_000501,0.0369005173355202,0.0369005173355202,0.0369005173355202,0.0369005173355202
A.dev.gold.bea19_000541,0.05782166544577872,0.0354729674732065,0.0354729674732065,0.0354729674732065
A.dev.gold.bea19_000569,0.08838714120514735,0.058728972614626423,0.058728972614626423,0.058728972614626423
A.dev.gold.bea19_000584,0.029732494570685705,0.01818181818181818,0.01818181818181818,0.029732494570685705
A.dev.gold.bea19_000610,0.033229187255008244,0.033229187255008244,0.028683732709553697,0.028683732709553697
A.dev.gold.bea19_000612,0.021520521700312656,0.019410888538522537,0.036868686868686884,0.036868686868686884
A.dev.gold.bea19_000618,0.10907897510152566,0.06479948569048756,0.06080144001389861,0.06080144001389861
A.dev.gold.bea19_000634,0.05597523541451895,0.05597523541451895,0.05597523541451895,0.05837433774549563
A.dev.gold.bea19_000660,0.03167848439731199,0.013636363636363636,0.013636363636363636,0.02713302985185744
A.dev.gold.bea19_000680,0.03804041194526075,0.03804041194526075,0.03804041194526075,0.03804041194526075
A.dev.gold.bea19_000681,0.06891118479906533,0.08130436189990821,0.08130436189990821,0.08130436189990821
A.dev.gold.bea19_000689,0.0889918262716695,0.09353728081712405,0.09453968293954654,0.09453968293954654
A.dev.gold.bea19_000694,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456
A.dev.gold.bea19_000717,0.00909090909090909,0.00909090909090909,0.00909090909090909,0.00909090909090909
A.dev.gold.bea19_000727,0.00909090909090909,0.00909090909090909,0.00909090909090909,0.00909090909090909
A.dev.gold.bea19_000740,0.00909090909090909,0.00909090909090909,0.00909090909090909,0.00909090909090909
